video_id,title,channel_name,tanggal,author,message,label,komentar_clean,predicted_label
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.025.012.730,Ian_1995,"0:50 harganya 50jtan aja ,,",0,"0:50 harganya 50jtan aja , ,",0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.791.119.580,RaniKristanto-r1k,Semua temen gue pada bilang ALEXIS⭐17⭐ tuh game changer!,1,semua temen gue pada bilang alexis17 tuh game changer !,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.675.294.710,zra557,21:47 wet bumper apa tuh yang di pojok kiri bawah,0,21:47 wet bumper tuh pojok kiri,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RatnaKartini-b7z,"pokoknya kalo butuh cepet , 𝘼𝙇𝙀𝙓𝙄𝙎17 solusinya . parah .",1,"pokoknya kalo butuh cepet , 𝘼𝙇𝙀𝙓𝙄𝙎17 solusinya . parah .",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.667.666.520,chanelanak4953,Coba rely bang,0,coba rely bang,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,ivannarpati-f5x,emang gak se-worth it alexis17 deh .,1,emang gak se-worth it alexis17 deh .,1
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,FajarOktaviani-y4z,proses nya cpt bgt gile alexis 17,1,proses nya cpt bgt gile alexis 17,1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,Anyaevas,"swert bonanja gacir banget , mantul",1,"swert bonanja gacir banget , mantul",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.667.064.760,fvqxzs,GILA HASILNYA KEREN BANGET,0,gila hasilnya keren banget,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,dadapnanda,"gue udah coba main jam-jam , alexis17 ! emang gacor jam malam",1,"gue udah coba main jam-jam , alexis17 ! emang gacor jam malam",1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.020.087.380,arjunadtb7162,Penonton ke 1.255,0,penonton 1.255,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,ErvinaWijaya-f7y,orang kampung udh join 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖,1,orang kampung udh join 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,EkaSaputra-g9y,emang gak se-worth it alexis17 sih .,1,emang gak se-worth it alexis17 sih .,1
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,173.995.145.598.843,historysports9287,Kalo bus wisata mempesona nya pakai AP kelihatan elegan 😂,0,kalo bus wisata mempesona nya pakai ap elegan,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.538.342.059.464,fianmaedillah864,Bang pandji undang kang Dedi Mulyadi dong gubernur Jawa Barat sekarang,0,bang pandji undang kang dedi mulyadi dong gubernur jawa barat sekarang,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.203.340.560,nanamiakiss6457,"Aamiin,siap bgt bang",0,"aamiin , siap bgt bang",0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.994.632.010.455,HakanOvgu,gokilll mantul kali  mandalika77  makasih info gacirny kakak,1,gokilll mantul kali mandalika77 makasih info gacirny kakak,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.341.439.050,habibhm1904," @Lertzy.26  iya, aku nungguin juga ni",0,".26 iya , nungguin ni",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.273.410,DoriaShearer,"Prosesnya sangat cepat, terima kasih kepada PulΛᴜ𝟽𝟽𝟽.",1,"prosesnya cepat , terima kasih pulλᴜ𝟽𝟽𝟽 .",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.534.722.380,gulatiSawant-q4p,cape banget liat beginian tiap waktu,0,cape banget liat,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,17.399.463.260.473,LailaDouglas-n8q,anjayy Ga nyangka gua bisa maxwin dariGa ruda-Ho ki😚,1,anjayy ga nyangka gua maxwin dariga ruda-ho ki,1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,HarutoMuratamI1FRPg,"main 𝐌𝐢𝐘𝐚𝟖𝟖 tuh nggak kerasa , tahu-tahu seneng !",1,"main 𝐌𝐢𝐘𝐚𝟖𝟖 tuh nggak kerasa , tahu-tahu seneng !",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.627.350.740,Krisna9tR9w,"Jepe pertama kali maen, lgsng suka",1,"jepe pertama kali maen , lgsng suka",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.405.169.633.860,esetyobudichannel,Telek kucing 🐱,0,telek kucing,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,KamiSonya-h1y,konten ! keren banget menjelaskannya ! main bagus bang 𝐒𝐆𝐈𝟖𝟖,1,konten ! keren banget menjelaskannya ! main bagus bang 𝐒𝐆𝐈𝟖𝟖,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.165.861.780,Machan_adventure,Bang gw punya suv taun lama bisa di bangun buat ngedrift gak ya? 10:59,0,bang gw suv taun bangun ngedrift gak ya ? 10:59,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.365.586.151.870,KecebadaiGamers,Triliunan hasil nya gini doang 😅,0,triliunan hasil nya gini doang,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,prasetyonalar,"pagi-pagi udah dapet notif wd alexis17 , , mood langsung minggu",1,"pagi-pagi udah dapet notif wd alexis17 , , mood langsung minggu",1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.493.686.150,NurmanSjh,Lanjutkan trs smgt bg jeje..❤,0,lanjutkan trs smgt bg jeje ..,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.646.342.429.270,gunantaseven4607,kenapa ga orang orang ini yang jadi dpr sih,0,kenapa ga orang orang ini yang jadi dpr sih,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.549.381.550,gembelmantulchannel6531,Mobilnya anaknya sahroni yah bang,0,mobilnya anaknya sahroni yah bang,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,SofiaCarly-r6c,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !",1,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.327.371.140,onasloni8726,Terbaik abangku,0,terbaik abangku,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.991.953.167.970,RizkiEko-u5f,Khusus Mbak Nana cuma dikasih waktu 10 menit,0,khusus mbak nana cuma dikasih waktu 10 menit,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.546.741.020,RenoPratama-t6i,Garasi drift kapan pakai v8 juga?,0,garasi drift pakai v8 ?,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.278.224.000,D_dompa,Berharap setelah dia turun bukan Fufufafa yang naik,0,berharap setelah dia turun bukan fufufafa yang naik,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.369.444.180.810,vengeanceid8751,"Alamak, CBR 250 gw kalah harganya sama hp ini 😂",0,"alamak , cbr 250 gw kalah harganya sama hp ini",0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,17.452.511.848.221,SintaSetiawan-s9i,Gokil! ⚡ALEXIS17⚡ bikin hariku lebih berwarna!,1,gokil ! alexis17 bikin hariku lebih berwarna !,1
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,AcaciaCunningham-y1n,sehat kang semngat ngonten dilancarkan urusannya salam 𝗦𝗚𝗜𝟴𝟴,1,sehat kang semngat ngonten dilancarkan urusannya salam 𝗦𝗚𝗜𝟴𝟴,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.671.843.420,GLENNPaz-u4c,Saya suka gimana 🅿️🆄🅻🅰️🆄777 selalu update,1,suka gimana 🆄🅻🆄777 update,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.438.706.745.212,sopiahjahroh8914,hahhahhaha,0,hahhahhaha,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.154.418.160,morganireng,Udah pura pura gak liat aja,0,udah pura pura gak liat aja,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.012.268.650,ranggawicaksono26,33:05 puncak komedi😅,0,33:05 puncak komedi,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.288.374.600,argaviyatayudha21,Insert gambar pria duduk sambil mengerutkan dahinya.,0,insert gambar pria duduk sambil mengerutkan dahinya .,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.016.657.450,eugeniuz72,"Sealion 7 ""dan apabila esok"" 😂😂😂",0,sealion 7 `` esok '',0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.326.415.690,instagramholic6722,Masih bagusan podcast demam tinggi 😂,0,masih bagusan podcast demam tinggi,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,Beheydtsanya,nyaman bermain 𝑲𝑰𝑵𝑮𝟑𝟐𝟖,1,nyaman bermain 𝑲𝑰𝑵𝑮𝟑𝟐𝟖,1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.011.856.890,OXA-zq8sy,"12:23 ""Seres 008 eh itu Saras 008""",0,12:23 `` seres 008 eh saras 008 '',0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.533.677.556.013,mfurqon2068,👇tombol yakin dia gk ngerti apa yg di omongin,0,tombol yakin dia gk ngerti apa yg di omongin,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.756.257.530,neishachanel9026,idem.. bisa dislike berapa kali yaaaa,0,idem .. bisa dislike berapa kali yaaaa,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.789.128.300,FikriHidayat-e2k,Semua temen gue pada bilang ALEXIS⭐17⭐ tuh bikin nagih parah!,1,semua temen gue pada bilang alexis17 tuh bikin nagih parah !,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,LeviTYoex,"d 𝘌 𝐖 𝘈 𝐷 o 𝙍 𝐀bikin lupa duniawi , hiburan !",1,"d 𝘌 𝐖 𝘈 𝐷 o 𝙍 𝐀bikin lupa duniawi , hiburan !",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.549.897.520,firman_project6688,Kapan kapan bikin futura spek drift dong😂,0,bikin futura spek drift,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.605.065.360,rembolbikul3032,Sulit pasta di jegal firaun solo😂,0,sulit pasta di jegal firaun solo,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.019.635.070,Wdyhi,STOP JUDOL,0,stop judol,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,GarrettRosalie-u9e,"terimakasih upload bg , sibuk𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,"terimakasih upload bg , sibuk𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.666.374.810,Sanskuy58,Ganteng banget 🎉🎉,0,ganteng banget,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RanggaMaulana-f8b,gue rela ninggalin nonton bola fokus alexis17 .,1,gue rela ninggalin nonton bola fokus alexis17 .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.354.943.000,DizaSantai,"GGWP88, tempatnya para SLOTER sejati!",1,"ggwp88 , tempatnya sloter sejati !",0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.776.130.910,ewaridah,Balum liat videonya aja udah gua dislike,0,balum liat videonya aja udah gua dislike,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.369.178.084.610,kholidwidarmana7107,"Miris, 1 keluarga dibenci 1 negara",0,"miris , 1 keluarga dibenci 1 negara",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.412.247.629.120,zerostarB,anies jauh di bawah pak basuki,0,anies jauh di bawah pak basuki,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.953.537.350.000,DARELLBosley,"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 6:11 gua main bentar aja, lgnsung WD gede",1,"m𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 6:11 gua main bentar aja , lgnsung wd gede",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.966.555.613,senggoldong2227,woi woi apenihh .. akhirnya yg di tunggu,0,woi woi apenihh .. yg tunggu,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.473.469.430.020,TtttO0oMuUuCChh,auto emosi 😂,0,auto emosi,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.770.625.720,Adipatijoyokarto,"Sorry q juga rakyat, q dulu coblos Prabowo hanya karna ada Gibran.",0,"sorry q juga rakyat , q dulu coblos prabowo hanya karna ada gibran .",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.365.890,Felixer2194,Gk diakui eksistensinya 🤭,0,gk diakui eksistensinya,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.186.872.910,BudiNugroho-t4s,"ALEXIS-17☯ tuh emang beda, customer servicenya ramah-ramah banget",1,"alexis-17 tuh emang beda , customer servicenya ramah-ramah banget",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.415.967.157.600,berdywenav6389,"Kira kira dia baca , hafal atau emg dr pikiran nya?",0,"kira kira dia baca , hafal atau emg dr pikiran nya ?",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.394.642.440.500,rosmandoni9959,Kalo mau tablet yang 1.500.000. Yang bagus merk apa ya ?,0,kalo mau tablet yang 1.500.000. yang bagus merk apa ya ?,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,muhammadjihad8301,2jm nyampai gw .,0,2jm nyampai gw .,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,MikeMonica-t2s,"kerennn contentnya bang , cari situs 𝗦𝗚𝗜𝟴𝟴",1,"kerennn contentnya bang , cari situs 𝗦𝗚𝗜𝟴𝟴",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.473.551.829.380,HeriUlung-f1g,"Aku cuma mau bilang, oke gass oke gass",0,"aku cuma mau bilang , oke gass oke gass",0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.755.499.120,rein-xd,Bro ingin mencoba konsep kaya bang ferry?,0,bro ingin mencoba konsep kaya bang ferry ?,0
hEGVZ5y4oGI,Kenapa Honda Brio Bisa Laku ?? | Apa Cuman Karena Murah ??,FUSE BOX,1.745.483.487.613.300,DaniSunarto-z5s,"Buset videonya sih gokil,⭐𝘼𝙇𝙀𝙓𝙄𝙎17",1,"buset videonya sih gokil , 𝘼𝙇𝙀𝙓𝙄𝙎17",1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.028.063.740,Brumlowsamuel-r1u,"𝘋𝐎𝐑𝐴𝟽𝟳 gachor bgt, jepey terus",1,"𝘋𝐎𝐑𝐴𝟽𝟳 gachor bgt , jepey",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.960.240,rusdijefriyanto8263,Mobil ini bagus untuk masa depan,0,mobil bagus,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.549.889.560,BARNEYLlamas,kakak bos untung В𝒪Ꮤ𝒪𝟳𝟳 perfect langsung,1,kakak bos untung в𝒪ꮤ𝒪𝟳𝟳 perfect langsung,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.500.794.100,jemmyuf9590,Blitar jatim kah?,0,blitar jatim kah ?,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.322.578.190,Itsmarley13,KOSONG!!!,0,kosong ! ! !,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,kaitlinkaufman-z8u,"gak gagal , 𝗦𝗚𝗜𝟴𝟴",1,"gak gagal , 𝗦𝗚𝗜𝟴𝟴",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.272.687.250,syaondri14,​ @dimasseto7248  semangat banget copasnya bg sampai dibawa ke puluhan komentar,0,​ semangat banget copasnya bg sampai dibawa ke puluhan komentar,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.998.232.170.822,anakkariango1608,02:08 emil audero calon pemain yg di naturalisasi 😊,0,02:08 emil audero calon pemain yg naturalisasi,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.533.676.900.527,DianAyuPramitasari,Apalah daya kita yang tak memiliki orang dalam...,0,apalah daya kita yang tak memiliki orang dalam ...,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.344.220.013.080,frga9672,We te ep banget emang gokil,0,we te ep banget emang gokil,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.673.909.570,kwdunia,Yang setuju setelah ini giliran gibran.. like..👍,0,yang setuju setelah ini giliran gibran .. like ..,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.436.248.502,aldyrhzt,WKWKWKWK PREEEETTTTT,0,wkwkwkwk preeeettttt,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.953.521.691.080,dede.dy18,respect bang sadad sama erspo🎉🎉👍,0,respect bang sadad erspo,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.320.864.040,TifanyEdmondson,makasih betul admin sahabat sahabat saya udah membujuk pula buat bermain di mandalika77 gacir akut,1,makasih admin sahabat sahabat udah membujuk bermain mandalika77 gacir akut,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.265.481.110,hanifalii23,Tengkyu brok ini yg gua cari 😊,0,tengkyu brok ini yg gua cari,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.405.447.364.900,argawicaksono6062,"seperti ya bukan selera ku, terlalu ribet 😂",0,"seperti ya bukan selera ku , terlalu ribet",0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.968.627.667.910,agussucahyo5234,Mobil china bagus2 ya semua modelnya aneh2,0,mobil china bagus2 ya modelnya aneh2,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.535.803.900,haninofficial8116,"Wuiiiih mantap banget nich, aku suka banget dech pokoknya❤",0,"wuiiiih mantap banget nich , suka banget dech pokoknya",0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.021.957.350,amalfaruqi4197,Kegiatan wajib di acara event giias Dan iims bareng om mobi,0,kegiatan wajib acara event giias iims bareng om mobi,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.028.225.960,rendyrealxtate,Keraaasss macan sirkus😂,0,keraaasss macan sirkus,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.355.404.230,maston1011,😂kirain macan taunya kucing kampung,0,kirain macan taunya kucing kampung,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.676.172.540,Frank-o8h,Klu menurut saya jelek,0,klu jelek,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,JoaquinSalvatore-m1h,akhirrrnyaaa bagus konten abang ! ! coba main 𝐒𝐆𝐈𝟖𝟖,1,akhirrrnyaaa bagus konten abang ! ! coba main 𝐒𝐆𝐈𝟖𝟖,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.322.574.290,jerryklisman,buang buang waktu dan ujungnya ngeselin,0,buang buang waktu dan ujungnya ngeselin,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.740.030.936.566.530,dewabattology,"𝐀G𝘜𝘚TO𝘛𝘖 gua bru maen bentar, lngsg jepe",1,"𝐀g𝘜𝘚to𝘛𝘖 gua bru maen bentar , lngsg jepe",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.280.720.930,sitinabila4851,wkwk bener,0,wkwk bener,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,RizkyPermadi-f9x,bro kemana aja sih ? alexis 17 bagi-bagi mobil nih member setia,1,bro kemana aja sih ? alexis 17 bagi-bagi mobil nih member setia,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.997.513.509.222,EvrimSelami,gimana carahnya daptar mandalika77 kak,1,gimana carahnya daptar mandalika77 kak,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.547.624.950,LoyolaDlabantu-q1i,"Main lagi di 𝘈𝘎𝙐𝙎T𝙊T𝐎, siapa tau rezeki datang lagi!",1,"main 𝘈𝘎𝙐𝙎t𝙊t𝐎 , tau rezeki !",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.764.764.940,sudarmydarmy9892,Iyakan?? Benar kan??,0,iyakan ? ? benar kan ? ?,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.890.135.390,bambangsumantri2220,Berarti GMC dibawah naungan stelantis ya mas?,0,gmc dibawah naungan stelantis ya mas ?,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,FundaBurak-k9y,lo gak tau serunya cobain 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 .,1,lo gak tau serunya cobain 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 .,1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,UrbanBrill-z2e,"gacir banget , main 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,"gacir banget , main 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
